area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0050940929,0.00028160009055823817
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0050940929,0.00028160009055823817
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,4.8474947548,35831.605083419185
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0024261736,0.00013411822368120774
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0024261736,0.00013411822368120774
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,989.0597297915,7310909.951359035
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.4950248898,0.027364843240675014
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.4950248898,0.027364843240675014
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,524.1732245682,3874572.1095521837
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,144.0375108544
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,11.5582933345
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,15.4845837985
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,8706.6373440275,30603751.904520597
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,4.3576763484,0.22054321142463176
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,4.3576763484,0.22054321142463176
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,698.6643113908,2455798.766559863
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.3496818375,0.017697495009092575
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,0.3496818375,0.017697495009092575
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,935.9968432699,3290020.480122228
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,0.4684668885,0.02370923946196889
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,0.4684668885,0.02370923946196889
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,longline,Direct human consumption,54.4621676499,191434.02912994518
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0272583422,0.0013795522748973187
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,longline,Other,0.0272583422,0.0013795522748973187
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Direct human consumption,4.3703178795,15361.628013438452
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,0.0021873463,0.00011070220361751957
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Other,0.0021873463,0.00011070220361751957
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Direct human consumption,5.8548915016,20579.890934192506
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Fishmeal and fish oil,0.0029303761,0.0001483071504289982
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Other,0.0029303761,0.0001483071504289982
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,116.0576399799,407941.5600104762
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2439.2973851087,8574108.354980756
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,474.7515270813,1816785.7903562412
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.2376133769,0.013135203795619188
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.2376133769,0.013135203795619188
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,89.8121586006,343694.4259028342
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Discards,Unreported,small scale lines,,344.3282772628
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,2.6420146368,10110.498600342917
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0013223296,7.309802855997993e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0013223296,7.309802855997993e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1115.6136898078,4269246.086748334
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.5583652101,0.030866279173227762
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.5583652101,0.030866279173227762
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,2.4830964632,9502.348308592986
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0012427910,6.870115466163522e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0012427910,6.870115466163522e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,7.3404092341,28090.380822924097
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0036738785,0.00020309101863534023
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0036738785,0.00020309101863534023
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,1423.9157606591,5449060.767710827
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.7126705509,0.03939623705696209
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.7126705509,0.03939623705696209
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,280.5316830581
"Gulf of Alaska",lme,1963,"Oncorhynchus kisutch","Coho salmon","Large demersals (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,297.9970690462,1140379.3557850479
"Gulf of Alaska",lme,1963,"Mallotus villosus","Capelin","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.4054897451,0.1507863581748352
"Gulf of Alaska",lme,1963,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Direct human consumption,196.1458376524,177410.81105231927
"Gulf of Alaska",lme,1963,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Fishmeal and fish oil,0.0981710899,0.004968466152216464
"Gulf of Alaska",lme,1963,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Other,0.0981710899,0.004968466152216464
"Gulf of Alaska",lme,1963,"Hypomesus pretiosus","Surf smelt","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,22.4319010302,8.341578803957857
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.2018070943,283.87598539067335
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0001010046,5.111868441819336e-06
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0001010046,5.111868441819336e-06
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Direct human consumption,198.8270758716,279684.0828162445
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Fishmeal and fish oil,0.0995130510,0.005036383175068376
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,other nets,Other,0.0995130510,0.005036383175068376
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,366.2434759593,515183.710327625
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.8179128842,10978.538705046507
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.2201899864,309.20839407460375
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0001102052,6.09211383193461e-06
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0001102052,6.09211383193461e-06
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,22.1951506272,31168.20612272004
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.0111086840,0.0006140850742590105
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.0111086840,0.0006140850742590105
"Gulf of Alaska",lme,1963,"Thaleichthys pacificus","Eulachon","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,85.3676577198,119880.09438272395
